soil_type,nitrogen,phosphorus,potassium,organic_carbon,pH,recommended_crop,recommended_fertilizer
Red,33.62,9.19,158.06,0.58,6.29,Maize,SSP + Urea
Alluvial,66.88,37.94,191.27,1.3,6.55,Maize,Urea + MOP
Laterite,17.13,5.08,123.3,0.58,5.07,Cashew,Organic Mix
Red,26.22,14.88,122.97,0.59,6.33,Maize,SSP + Urea
Alluvial,86.96,29.29,156.62,1.06,6.63,Wheat,NPK 10:26:26
Alluvial,71.82,33.48,170.42,1.08,7.32,Sugarcane,Urea + MOP
Alluvial,83.34,40.96,154.77,1.23,6.91,Maize,Urea + MOP
Red,60.08,16.13,149.2,0.76,6.18,Maize,SSP + Urea
Laterite,24.27,7.58,130.06,0.32,5.62,Tea,Organic Compost
Black,41.94,23.06,286.01,1.68,7.96,Soybean,Potash + Urea
Laterite,21.12,11.24,101.32,0.59,4.58,Rubber,Organic Mix
Black,26.06,23.75,259.98,1.52,7.43,Cotton,Potash + Urea
Alluvial,62.69,37.71,189.25,0.85,6.93,Sugarcane,Urea + MOP
Black,33.0,15.28,256.85,1.37,7.82,Soybean,NPK 20:20:0
Black,26.65,17.41,260.29,1.2,7.29,Pulses,NPK 20:20:0
Laterite,31.85,7.84,126.7,0.71,5.45,Rubber,Organic Compost
Black,30.2,15.03,333.73,0.97,7.44,Pulses,Potash + Urea
Alluvial,69.43,34.52,198.73,0.97,7.02,Rice,NPK 10:26:26
Alluvial,63.51,24.03,201.64,0.95,7.22,Sugarcane,NPK 10:26:26
Red,56.92,13.7,151.35,0.44,6.08,Millets,Gypsum + SSP
Black,28.97,10.37,280.99,1.36,7.75,Pulses,Potash + Urea
Laterite,11.47,5.53,94.24,0.51,4.65,Tea,Organic Compost
Alluvial,63.11,36.0,157.66,1.27,7.12,Wheat,NPK 10:26:26
Red,42.54,14.91,117.31,0.44,5.94,Groundnut,Gypsum + SSP
Alluvial,83.68,24.94,188.79,1.14,6.63,Wheat,Urea + MOP
Alluvial,85.48,36.74,186.15,1.23,7.25,Rice,Urea + MOP
Red,56.23,11.94,154.2,0.64,6.41,Groundnut,SSP + Urea
Black,18.64,17.05,310.92,1.05,7.62,Cotton,NPK 20:20:0
Laterite,25.27,9.76,96.02,0.62,5.61,Cashew,Organic Mix
Laterite,12.81,4.87,103.63,0.3,5.38,Rubber,Organic Compost
Black,43.41,12.85,344.69,2.07,7.47,Pulses,Potash + Urea
Red,33.19,16.98,127.06,0.69,5.58,Maize,SSP + Urea
Red,45.37,16.34,118.79,0.54,5.74,Groundnut,SSP + Urea
Black,20.82,16.72,292.96,1.69,7.43,Pulses,Potash + Urea
Black,40.73,17.34,315.65,0.97,8.43,Cotton,Potash + Urea
Black,29.73,10.87,244.15,2.0,7.49,Cotton,NPK 20:20:0
Laterite,26.84,7.81,105.52,0.37,4.46,Cashew,Organic Mix
Black,44.14,11.04,288.77,1.52,8.34,Cotton,Potash + Urea
Laterite,16.62,7.9,118.26,0.53,4.88,Cashew,Organic Compost
Laterite,10.43,7.55,83.84,0.54,5.16,Tea,Organic Compost
Red,37.6,12.33,110.18,0.61,5.78,Groundnut,Gypsum + SSP
Black,27.44,10.92,249.02,1.01,7.51,Cotton,Potash + Urea
Alluvial,66.96,21.58,221.01,1.08,6.77,Wheat,Urea + DAP
Red,26.21,13.83,116.11,0.59,5.96,Maize,SSP + Urea
Black,30.56,16.36,272.52,1.28,7.23,Pulses,Potash + Urea
Red,35.99,14.57,141.57,0.56,6.16,Maize,SSP + Urea
Red,48.62,11.15,162.26,0.87,5.87,Millets,SSP + Urea
Red,40.81,13.51,114.63,0.54,5.85,Maize,Gypsum + SSP
Black,30.99,21.06,272.44,1.12,7.37,Cotton,NPK 20:20:0
Black,28.39,16.23,252.59,1.72,7.72,Soybean,Potash + Urea
Black,42.37,23.81,261.49,1.12,8.06,Pulses,Potash + Urea
Alluvial,74.45,21.7,203.35,0.83,6.74,Sugarcane,NPK 10:26:26
Black,43.93,22.89,238.09,1.66,8.03,Soybean,Potash + Urea
Red,53.03,8.28,124.05,0.39,5.61,Groundnut,SSP + Urea
Red,46.55,8.13,169.96,0.53,5.79,Millets,Gypsum + SSP
Alluvial,83.25,24.08,224.65,1.31,6.53,Maize,Urea + DAP
Black,36.71,16.94,308.01,1.83,7.2,Soybean,NPK 20:20:0
Laterite,15.17,6.34,79.84,0.52,5.47,Rubber,Organic Compost
Red,50.02,14.01,133.91,0.58,5.5,Millets,SSP + Urea
Red,43.31,13.18,113.5,0.77,5.68,Groundnut,SSP + Urea
Black,32.25,17.26,298.7,1.93,7.99,Pulses,Potash + Urea
Black,31.73,20.73,285.63,2.1,7.56,Soybean,Potash + Urea
Alluvial,76.07,31.34,180.24,1.14,6.86,Maize,NPK 10:26:26
Red,28.14,13.36,117.0,0.67,5.55,Millets,Gypsum + SSP
Alluvial,66.58,36.32,208.97,1.31,7.36,Wheat,Urea + MOP
Laterite,12.16,12.11,115.99,0.46,4.96,Cashew,Organic Compost
Laterite,20.05,6.56,107.99,0.41,5.59,Tea,Organic Mix
Red,43.63,8.49,149.51,0.89,5.63,Millets,Gypsum + SSP
Alluvial,76.78,37.92,200.1,1.18,6.71,Wheat,NPK 10:26:26
Laterite,35.46,5.81,112.18,0.51,4.61,Cashew,Organic Compost
Black,23.86,25.06,273.53,0.99,8.29,Pulses,NPK 20:20:0
Laterite,31.98,11.63,94.71,0.31,4.32,Cashew,Organic Compost
Red,36.79,9.9,142.68,0.53,6.39,Groundnut,Gypsum + SSP
Alluvial,70.5,25.48,221.48,1.05,6.91,Sugarcane,Urea + MOP
Red,49.67,11.92,139.62,0.52,5.6,Maize,SSP + Urea
Alluvial,71.95,38.3,155.66,1.26,6.65,Sugarcane,NPK 10:26:26
Alluvial,79.13,24.86,147.13,1.3,6.85,Sugarcane,NPK 10:26:26
Laterite,33.83,6.68,109.21,0.64,4.72,Rubber,Organic Mix
Alluvial,85.34,29.43,170.67,1.34,7.51,Rice,Urea + MOP
Laterite,10.33,8.11,111.27,0.51,4.73,Rubber,Organic Mix
Black,21.47,13.04,295.41,1.32,7.56,Pulses,Potash + Urea
Red,55.82,14.06,136.55,0.48,5.94,Groundnut,SSP + Urea
Red,54.95,8.86,167.46,0.92,6.37,Maize,Gypsum + SSP
Alluvial,85.24,34.14,178.18,0.79,6.82,Rice,NPK 10:26:26
Red,54.96,15.44,152.04,0.51,6.45,Millets,Gypsum + SSP
Alluvial,56.05,37.35,199.91,1.3,6.96,Rice,NPK 10:26:26
Red,53.66,9.23,149.78,0.88,5.82,Maize,SSP + Urea
Red,55.18,10.49,116.23,0.8,6.4,Groundnut,Gypsum + SSP
Laterite,27.37,9.32,83.7,0.48,5.74,Cashew,Organic Compost
Alluvial,58.59,29.14,159.32,1.0,6.91,Rice,NPK 10:26:26
Alluvial,61.02,38.38,161.3,1.22,7.09,Maize,NPK 10:26:26
Laterite,26.21,10.24,129.95,0.58,4.65,Tea,Organic Compost
Alluvial,65.09,33.26,197.05,1.09,7.23,Wheat,Urea + DAP
Black,29.26,18.53,269.15,1.08,8.12,Pulses,NPK 20:20:0
Black,23.33,20.93,322.61,1.15,7.7,Soybean,NPK 20:20:0
Laterite,23.28,7.09,133.46,0.68,5.59,Rubber,Organic Mix
Black,22.32,10.2,270.64,2.12,7.85,Soybean,Potash + Urea
Alluvial,83.97,36.41,197.05,0.95,7.44,Rice,NPK 10:26:26
Alluvial,82.03,33.88,170.05,1.3,7.05,Sugarcane,Urea + MOP
Red,37.88,11.68,168.88,0.45,5.75,Groundnut,Gypsum + SSP
Red,37.81,15.98,163.66,0.88,5.53,Maize,SSP + Urea
Black,29.22,21.16,296.18,2.04,7.65,Pulses,NPK 20:20:0
Red,45.93,8.57,163.45,0.88,6.13,Maize,SSP + Urea
Alluvial,87.88,38.37,219.72,0.82,7.26,Maize,Urea + DAP
Red,26.34,12.06,151.94,0.83,5.71,Millets,Gypsum + SSP
Alluvial,91.16,26.86,172.45,1.38,7.23,Sugarcane,NPK 10:26:26
Red,40.0,11.25,127.1,0.79,6.5,Maize,Gypsum + SSP
Black,32.76,16.59,321.32,1.53,7.61,Soybean,Potash + Urea
Black,33.89,20.83,278.11,1.28,7.01,Soybean,NPK 20:20:0
Alluvial,83.57,29.9,164.65,0.93,6.97,Wheat,Urea + MOP
Alluvial,77.0,36.34,173.37,0.93,7.04,Maize,NPK 10:26:26
Red,44.2,12.53,158.12,0.92,6.25,Maize,SSP + Urea
Red,49.15,15.64,130.19,0.82,5.64,Maize,SSP + Urea
Laterite,22.62,10.81,97.86,0.41,4.64,Cashew,Organic Mix
Laterite,17.64,7.13,124.17,0.45,5.63,Rubber,Organic Compost
Black,35.8,21.93,261.9,1.49,7.38,Soybean,NPK 20:20:0
Red,40.66,11.08,156.1,0.71,6.13,Groundnut,Gypsum + SSP
Laterite,25.71,8.76,119.65,0.36,4.79,Rubber,Organic Compost
Black,24.01,15.26,312.32,1.34,7.13,Pulses,NPK 20:20:0
Red,27.07,8.21,118.74,0.83,6.33,Groundnut,SSP + Urea
Red,39.53,14.42,151.63,0.67,6.02,Millets,SSP + Urea
Red,38.24,10.41,109.41,0.58,6.43,Groundnut,Gypsum + SSP
Black,39.81,15.9,315.93,1.48,8.12,Cotton,Potash + Urea
Laterite,19.21,9.7,99.28,0.54,5.09,Tea,Organic Compost
Black,20.35,19.78,300.5,1.99,6.96,Soybean,NPK 20:20:0
Red,55.9,9.91,157.96,0.55,6.2,Millets,SSP + Urea
Laterite,23.92,4.96,125.58,0.37,5.66,Tea,Organic Compost
Red,40.65,14.84,149.34,0.7,6.46,Groundnut,SSP + Urea
Red,29.12,10.41,137.58,0.93,5.71,Groundnut,Gypsum + SSP
Laterite,33.43,9.4,81.47,0.63,5.81,Cashew,Organic Mix
Alluvial,62.08,38.09,168.39,1.23,6.8,Maize,NPK 10:26:26
Alluvial,90.33,23.7,209.14,1.1,7.29,Maize,Urea + DAP
Alluvial,71.36,37.59,217.67,1.24,7.34,Rice,Urea + DAP
Laterite,11.74,8.06,87.58,0.55,4.79,Tea,Organic Mix
Red,31.32,14.99,159.36,0.73,6.24,Maize,SSP + Urea
Laterite,31.14,6.48,115.85,0.53,4.56,Tea,Organic Mix
Laterite,24.07,6.7,92.05,0.38,5.31,Cashew,Organic Compost
Alluvial,66.17,32.43,171.13,1.31,6.55,Sugarcane,NPK 10:26:26
Alluvial,76.38,20.64,171.14,0.77,7.0,Rice,Urea + DAP
Alluvial,64.31,31.37,186.97,0.81,7.21,Maize,Urea + MOP
Alluvial,86.54,20.78,214.73,1.11,7.05,Rice,Urea + MOP
Red,38.54,16.52,152.18,0.74,6.46,Maize,SSP + Urea
Alluvial,64.31,38.48,184.07,1.21,7.3,Sugarcane,Urea + MOP
Red,59.75,17.09,112.04,0.91,5.72,Maize,SSP + Urea
Alluvial,66.9,36.77,223.04,1.24,6.87,Maize,NPK 10:26:26
Red,58.36,8.11,157.31,0.8,5.4,Groundnut,Gypsum + SSP
Red,57.8,11.28,139.45,0.81,6.48,Millets,Gypsum + SSP
Black,27.99,10.53,314.91,2.16,7.47,Soybean,NPK 20:20:0
Red,37.8,16.47,169.58,0.61,6.47,Millets,SSP + Urea
Red,40.84,13.76,139.25,0.83,5.63,Millets,Gypsum + SSP
Alluvial,87.2,23.69,190.14,0.91,6.94,Wheat,Urea + MOP
Red,32.47,17.08,139.32,0.77,5.58,Millets,Gypsum + SSP
Black,38.84,16.52,323.67,1.44,8.03,Soybean,NPK 20:20:0
Red,44.32,15.11,166.96,0.45,5.5,Maize,Gypsum + SSP
Laterite,32.61,10.46,120.78,0.3,4.94,Tea,Organic Mix
Laterite,29.51,7.43,103.1,0.56,5.64,Tea,Organic Mix
Black,27.97,18.27,306.46,1.22,7.46,Pulses,Potash + Urea
Black,27.97,15.64,330.54,2.16,7.42,Soybean,NPK 20:20:0
Laterite,12.1,8.58,120.1,0.59,5.06,Tea,Organic Mix
Laterite,13.68,9.57,124.71,0.43,4.82,Tea,Organic Compost
Laterite,24.15,4.89,92.53,0.42,5.24,Tea,Organic Mix
Laterite,28.71,6.0,109.4,0.55,5.72,Rubber,Organic Compost
Laterite,28.86,7.64,98.71,0.7,5.22,Rubber,Organic Compost
Red,42.05,15.0,151.11,0.48,5.52,Maize,SSP + Urea
Black,19.84,17.82,299.65,1.5,7.72,Pulses,Potash + Urea
Laterite,19.24,5.48,96.29,0.51,4.89,Tea,Organic Compost
Laterite,21.75,5.95,85.26,0.4,4.88,Tea,Organic Compost
Red,29.86,16.84,145.18,0.6,6.45,Maize,SSP + Urea
Red,50.01,15.43,111.53,0.63,6.56,Groundnut,SSP + Urea
Laterite,35.12,5.71,80.21,0.52,4.73,Tea,Organic Mix
Black,46.45,19.99,277.81,1.36,7.6,Soybean,NPK 20:20:0
Red,37.82,14.22,110.17,0.76,6.45,Millets,Gypsum + SSP
Laterite,34.34,7.59,80.83,0.3,4.74,Cashew,Organic Compost
Laterite,23.58,12.21,120.93,0.33,4.85,Rubber,Organic Mix
Black,30.25,19.75,252.02,2.05,8.55,Soybean,NPK 20:20:0
Laterite,11.59,7.43,91.76,0.27,4.88,Tea,Organic Compost
Laterite,19.47,9.2,93.97,0.35,5.8,Cashew,Organic Mix
Alluvial,60.97,28.53,157.97,1.09,7.22,Wheat,NPK 10:26:26
Black,31.87,15.14,336.88,1.89,7.85,Pulses,Potash + Urea
Laterite,24.22,6.32,88.31,0.4,5.02,Cashew,Organic Mix
Laterite,11.7,11.23,82.18,0.61,5.49,Tea,Organic Mix
Laterite,32.66,6.58,127.85,0.42,5.32,Rubber,Organic Compost
Red,46.94,15.43,142.04,0.85,5.89,Millets,Gypsum + SSP
Black,32.85,21.97,302.81,0.99,8.11,Pulses,Potash + Urea
Alluvial,68.51,23.08,189.62,0.98,6.93,Maize,NPK 10:26:26
Red,49.7,9.39,126.37,0.85,5.5,Millets,SSP + Urea
Alluvial,71.97,35.73,168.28,0.8,6.91,Wheat,NPK 10:26:26
Alluvial,65.89,21.23,180.59,1.01,7.19,Wheat,Urea + MOP
Laterite,29.24,6.97,107.93,0.58,5.66,Rubber,Organic Mix
Black,34.44,18.63,285.42,1.66,7.62,Pulses,NPK 20:20:0
Alluvial,65.41,24.45,178.8,0.81,6.74,Rice,Urea + DAP
Black,44.12,18.88,279.86,1.52,7.18,Cotton,Potash + Urea
Laterite,11.43,8.08,120.0,0.57,5.55,Rubber,Organic Compost
Black,27.45,13.22,273.64,1.23,7.9,Soybean,Potash + Urea
Laterite,23.72,8.36,104.38,0.45,4.87,Cashew,Organic Mix
Black,43.45,22.45,272.72,0.97,7.19,Pulses,Potash + Urea
Laterite,11.47,6.24,94.31,0.58,5.85,Rubber,Organic Mix
Black,31.99,12.06,338.19,1.68,7.39,Cotton,Potash + Urea
Black,31.3,10.33,283.32,2.01,7.24,Soybean,NPK 20:20:0
Red,43.72,15.43,151.91,0.85,5.87,Millets,Gypsum + SSP
Black,30.07,23.53,318.71,1.7,7.84,Pulses,NPK 20:20:0
Laterite,21.12,5.14,106.61,0.48,5.27,Rubber,Organic Compost
Red,25.1,14.56,130.7,0.4,5.91,Millets,Gypsum + SSP
Red,34.73,14.62,125.26,0.76,5.96,Millets,SSP + Urea
Laterite,27.49,9.76,127.92,0.41,5.84,Tea,Organic Mix
Alluvial,58.74,34.74,154.08,1.4,6.77,Sugarcane,Urea + MOP
Alluvial,79.93,26.12,180.31,1.12,7.5,Sugarcane,Urea + MOP
Alluvial,82.7,18.68,182.37,1.25,7.17,Sugarcane,Urea + MOP
Laterite,34.94,9.21,108.07,0.34,5.96,Tea,Organic Compost
Black,35.51,19.02,319.1,1.59,8.01,Cotton,NPK 20:20:0
Laterite,14.24,8.49,82.3,0.45,4.8,Tea,Organic Compost
Laterite,21.23,12.9,109.34,0.7,5.36,Cashew,Organic Compost
Laterite,14.47,11.86,101.13,0.43,5.09,Cashew,Organic Mix
Laterite,9.28,9.8,124.51,0.72,4.94,Cashew,Organic Mix
Alluvial,55.62,38.81,196.58,0.88,7.33,Rice,Urea + MOP
Alluvial,65.88,38.47,158.46,1.41,7.52,Sugarcane,Urea + MOP
Laterite,13.32,9.72,106.25,0.4,5.54,Rubber,Organic Mix
Laterite,21.04,11.92,95.13,0.67,4.91,Tea,Organic Mix
Laterite,28.29,12.31,76.77,0.64,4.82,Cashew,Organic Mix
Laterite,25.54,10.54,108.75,0.57,4.64,Tea,Organic Mix
Red,60.36,9.07,149.65,0.52,5.79,Maize,SSP + Urea
Black,19.78,21.36,331.28,1.77,7.95,Soybean,NPK 20:20:0
Red,55.2,12.07,157.22,0.88,5.7,Maize,Gypsum + SSP
Alluvial,58.87,20.8,202.7,1.18,6.57,Rice,Urea + MOP
Red,58.98,20.86,161.97,0.9,5.71,Maize,SSP + Urea
Black,35.49,19.25,251.06,1.68,7.18,Pulses,Potash + Urea
Laterite,15.32,11.32,124.64,0.33,4.98,Tea,Organic Compost
Laterite,26.8,5.72,124.06,0.35,4.57,Rubber,Organic Mix
Laterite,30.7,4.9,99.19,0.38,5.26,Tea,Organic Compost
Red,43.79,11.76,125.98,0.83,5.71,Millets,Gypsum + SSP
Laterite,31.53,7.7,122.28,0.63,5.45,Tea,Organic Compost
Laterite,25.07,8.02,99.7,0.34,4.64,Cashew,Organic Mix
Laterite,33.63,6.93,112.23,0.47,4.81,Rubber,Organic Compost
Red,40.35,15.66,164.4,0.41,5.93,Millets,SSP + Urea
Red,28.5,11.71,113.22,0.87,5.79,Millets,SSP + Urea
Black,27.12,15.45,294.45,2.11,7.78,Pulses,Potash + Urea
Alluvial,80.09,33.32,184.65,1.21,7.45,Maize,Urea + DAP
Red,45.71,14.56,128.84,0.87,5.96,Maize,SSP + Urea
Alluvial,61.91,32.61,218.22,1.22,6.54,Sugarcane,Urea + DAP
Laterite,12.01,6.91,128.48,0.47,5.56,Cashew,Organic Mix
Laterite,22.39,11.34,106.63,0.56,5.63,Tea,Organic Mix
Black,37.84,23.45,246.89,1.32,7.81,Pulses,Potash + Urea
Alluvial,80.45,31.5,160.72,1.09,7.13,Sugarcane,NPK 10:26:26
Red,39.22,10.91,113.67,0.75,6.44,Millets,SSP + Urea
Black,19.83,25.27,316.17,1.82,8.4,Soybean,Potash + Urea
Alluvial,74.3,27.58,167.73,1.34,6.6,Rice,Urea + MOP
Red,36.34,8.05,161.64,0.41,5.72,Millets,Gypsum + SSP
Red,28.59,7.88,141.19,0.45,5.86,Millets,SSP + Urea
Alluvial,74.53,35.7,207.62,1.39,7.38,Wheat,NPK 10:26:26
Black,24.72,15.04,294.6,1.13,8.19,Cotton,Potash + Urea
Black,41.91,13.42,309.18,1.84,8.22,Pulses,Potash + Urea
Red,39.71,17.51,164.67,0.36,6.3,Maize,Gypsum + SSP
Laterite,24.21,9.11,94.49,0.53,4.35,Tea,Organic Compost
Alluvial,68.44,38.71,155.37,0.92,6.97,Maize,Urea + DAP
Black,36.49,20.24,246.2,1.01,7.63,Soybean,Potash + Urea
Red,52.31,18.1,113.99,0.43,5.88,Millets,SSP + Urea
Red,56.19,15.64,113.9,0.64,6.07,Groundnut,Gypsum + SSP
Black,43.38,16.54,331.28,1.43,8.05,Soybean,NPK 20:20:0
Red,27.78,15.18,162.49,0.85,5.75,Groundnut,Gypsum + SSP
Alluvial,68.52,28.23,198.8,1.16,7.03,Rice,NPK 10:26:26
Black,28.13,21.1,339.26,1.32,8.06,Cotton,Potash + Urea
Black,26.86,24.88,248.04,1.12,8.13,Soybean,NPK 20:20:0
Black,24.14,10.09,295.4,1.08,8.12,Soybean,NPK 20:20:0
Laterite,26.28,5.57,91.03,0.36,4.79,Tea,Organic Compost
Laterite,24.93,10.06,119.98,0.56,5.27,Rubber,Organic Mix
Black,38.38,14.85,279.48,1.7,7.75,Soybean,NPK 20:20:0
Black,28.42,13.24,275.78,1.03,8.27,Soybean,Potash + Urea
Red,36.27,7.37,167.93,0.54,5.93,Millets,SSP + Urea
Red,34.3,13.25,146.68,0.6,6.21,Millets,Gypsum + SSP
Laterite,27.19,4.48,103.36,0.61,5.39,Cashew,Organic Mix
Red,58.97,13.49,112.95,0.68,5.87,Maize,Gypsum + SSP
Laterite,15.48,10.06,128.48,0.45,5.27,Tea,Organic Mix
Laterite,30.01,4.71,116.11,0.35,5.72,Tea,Organic Mix
Alluvial,64.7,35.26,161.32,1.07,6.42,Maize,Urea + MOP
Black,26.5,23.38,332.89,2.17,7.85,Pulses,NPK 20:20:0
Laterite,35.57,8.42,108.74,0.49,4.99,Tea,Organic Compost
Alluvial,82.85,23.27,167.93,1.04,6.52,Maize,NPK 10:26:26
Black,35.3,8.97,284.18,1.3,8.27,Soybean,NPK 20:20:0
Black,41.15,13.38,262.9,1.6,7.11,Pulses,NPK 20:20:0
Black,31.96,12.07,311.83,1.71,7.97,Pulses,NPK 20:20:0
Laterite,30.39,9.01,86.83,0.36,5.18,Tea,Organic Mix
Laterite,32.8,6.52,119.34,0.71,4.52,Tea,Organic Mix
Alluvial,62.98,29.23,159.09,0.99,7.02,Rice,Urea + DAP
Black,40.9,13.21,250.67,1.3,8.11,Soybean,NPK 20:20:0
Black,30.84,22.49,285.46,1.04,8.39,Pulses,Potash + Urea
Black,25.49,19.55,326.63,1.12,8.07,Pulses,NPK 20:20:0
Alluvial,77.57,38.02,205.17,0.82,6.49,Maize,NPK 10:26:26
Laterite,30.18,7.59,100.89,0.58,5.43,Tea,Organic Compost
Black,34.3,17.86,252.89,1.39,8.2,Pulses,Potash + Urea
Laterite,34.03,5.13,86.7,0.73,4.27,Tea,Organic Mix
Laterite,26.53,11.05,103.36,0.56,5.12,Cashew,Organic Mix
Black,26.82,19.38,338.4,1.44,7.85,Pulses,Potash + Urea
Laterite,22.12,5.88,99.99,0.31,5.67,Rubber,Organic Compost
Alluvial,64.08,23.19,207.74,1.11,6.8,Wheat,NPK 10:26:26
Red,56.65,15.06,147.02,0.94,5.82,Groundnut,SSP + Urea
Alluvial,70.04,30.19,200.1,1.12,6.74,Rice,Urea + DAP
Alluvial,85.31,36.47,196.8,1.26,6.6,Wheat,Urea + DAP
Black,29.02,13.58,332.92,1.94,7.15,Pulses,Potash + Urea
Black,35.45,23.14,324.05,1.78,7.59,Cotton,NPK 20:20:0
Alluvial,68.44,22.67,161.42,1.4,6.64,Wheat,Urea + DAP
Red,37.1,11.75,138.47,0.87,6.51,Maize,Gypsum + SSP
Black,30.78,23.94,299.75,1.08,7.45,Soybean,Potash + Urea
Alluvial,87.55,27.44,199.93,0.82,6.73,Maize,Urea + MOP
Alluvial,62.33,30.2,181.82,1.01,6.98,Wheat,Urea + MOP
Black,23.93,26.14,340.87,2.02,7.42,Cotton,NPK 20:20:0
Alluvial,83.18,34.71,191.93,1.04,6.5,Sugarcane,NPK 10:26:26
Alluvial,74.49,30.94,173.51,1.3,7.21,Wheat,Urea + DAP
Laterite,12.64,11.61,109.32,0.56,4.83,Rubber,Organic Compost
Red,32.61,11.47,151.64,0.9,6.22,Millets,SSP + Urea
Black,31.57,19.13,265.7,1.76,8.41,Pulses,Potash + Urea
Alluvial,90.55,30.24,161.51,1.16,7.1,Sugarcane,Urea + MOP
Black,35.79,22.52,265.63,1.44,8.63,Pulses,NPK 20:20:0
Black,35.94,14.72,316.99,1.46,8.52,Cotton,Potash + Urea
Alluvial,57.37,19.95,169.3,1.27,6.98,Maize,NPK 10:26:26
Red,22.79,11.74,170.37,0.68,6.33,Maize,SSP + Urea
Alluvial,85.42,31.27,189.95,1.01,6.94,Sugarcane,Urea + DAP
Black,24.31,21.13,325.97,1.01,7.34,Soybean,Potash + Urea
Laterite,14.65,9.59,97.49,0.45,5.12,Tea,Organic Compost
Alluvial,62.44,33.84,181.76,0.95,6.85,Sugarcane,Urea + DAP
Laterite,13.17,9.43,125.53,0.52,5.26,Rubber,Organic Mix
Laterite,10.99,7.91,136.55,0.27,5.64,Cashew,Organic Mix
Red,29.63,18.17,123.44,0.46,5.54,Millets,SSP + Urea
Laterite,31.67,8.32,125.78,0.6,4.49,Cashew,Organic Compost
Red,34.1,9.57,135.93,0.46,5.73,Groundnut,Gypsum + SSP
Alluvial,60.93,37.23,207.31,1.24,6.55,Sugarcane,NPK 10:26:26
Alluvial,58.08,36.36,179.19,1.25,6.54,Maize,Urea + MOP
Black,38.73,10.26,270.59,2.0,7.5,Pulses,NPK 20:20:0
Alluvial,62.59,40.14,176.25,1.14,7.09,Wheat,NPK 10:26:26
Laterite,12.66,6.16,119.44,0.66,4.45,Rubber,Organic Mix
Laterite,10.91,11.05,102.02,0.37,4.66,Cashew,Organic Compost
Black,31.77,17.78,281.8,1.36,7.58,Cotton,NPK 20:20:0
Red,33.37,16.01,114.42,0.45,6.43,Groundnut,Gypsum + SSP
Red,41.11,16.83,142.74,0.91,6.08,Groundnut,Gypsum + SSP
Alluvial,80.95,34.51,179.55,0.88,7.38,Sugarcane,Urea + DAP
Alluvial,74.01,22.27,159.72,1.38,6.66,Maize,Urea + MOP
Black,28.92,15.92,297.49,1.6,7.12,Soybean,NPK 20:20:0
Laterite,14.69,7.91,121.71,0.3,5.63,Tea,Organic Compost
Red,29.44,9.17,140.24,0.49,5.67,Groundnut,Gypsum + SSP
Laterite,25.0,7.85,100.92,0.3,4.82,Rubber,Organic Compost
Alluvial,89.19,36.87,189.39,0.92,6.82,Wheat,NPK 10:26:26
Alluvial,79.45,27.47,181.54,0.9,7.02,Rice,NPK 10:26:26
Black,26.29,12.43,293.07,1.62,7.97,Pulses,Potash + Urea
Laterite,32.3,8.14,128.78,0.71,4.97,Rubber,Organic Mix
Laterite,15.38,10.12,75.63,0.32,4.75,Cashew,Organic Mix
Red,44.71,17.59,121.5,0.74,5.54,Millets,Gypsum + SSP
Red,28.6,18.62,144.83,0.75,6.2,Millets,Gypsum + SSP
Red,45.53,14.69,115.42,0.83,6.0,Maize,Gypsum + SSP
Red,26.76,13.68,132.48,0.78,6.52,Millets,Gypsum + SSP
Alluvial,62.67,37.12,167.44,1.4,7.33,Sugarcane,Urea + MOP
Alluvial,62.98,24.96,180.55,0.89,7.39,Wheat,Urea + DAP
Laterite,22.02,7.95,96.5,0.64,4.6,Rubber,Organic Mix
Alluvial,73.77,29.55,202.45,1.1,6.44,Wheat,Urea + DAP
Black,38.17,23.41,307.4,2.08,8.71,Soybean,NPK 20:20:0
Laterite,14.58,11.07,91.75,0.32,4.85,Tea,Organic Compost
Red,54.12,11.13,132.62,0.74,5.76,Maize,SSP + Urea
Alluvial,91.89,26.14,208.73,0.95,6.59,Maize,Urea + DAP
Laterite,34.71,5.04,129.15,0.72,5.63,Rubber,Organic Compost
Black,33.43,15.42,317.22,1.8,7.7,Soybean,Potash + Urea
Alluvial,83.03,24.62,180.79,0.99,7.17,Maize,NPK 10:26:26
Alluvial,55.96,36.5,155.09,1.02,7.5,Sugarcane,Urea + DAP
Alluvial,91.45,32.37,162.81,0.94,7.03,Maize,Urea + DAP
Black,43.18,22.48,331.06,1.52,7.7,Soybean,Potash + Urea
Laterite,24.98,11.72,120.05,0.58,4.97,Tea,Organic Compost
Alluvial,54.08,40.88,156.11,1.11,7.38,Sugarcane,Urea + DAP
Laterite,16.92,11.34,92.67,0.65,4.78,Cashew,Organic Compost
Alluvial,61.75,26.86,188.63,1.4,7.35,Maize,NPK 10:26:26
Black,43.02,21.54,327.31,2.04,7.6,Pulses,Potash + Urea
Red,25.56,9.98,159.32,0.51,5.75,Maize,Gypsum + SSP
Black,30.61,14.11,318.48,2.06,7.01,Soybean,NPK 20:20:0
Red,34.01,17.44,142.02,0.69,6.08,Maize,SSP + Urea
Black,43.41,19.94,307.7,1.84,8.24,Cotton,Potash + Urea
Red,31.68,14.39,115.77,0.6,5.81,Groundnut,Gypsum + SSP
